customer_id,customer_name,country_id,cust_type_id
2565,Eric Williams,688,3
2566,Christopher Saunders,320,4
2567,Robin Campbell,626,3
2568,Eric Wolfe,616,4
2569,Sean Mcneil,44,2
2570,Jon Phillips,275,4
2571,Nicole Hill,64,4
2572,William Ross,776,1
2573,Joel Terry,434,1
2574,Steven Simmons,222,2
2575,Jennifer Parker,508,3
2576,Casey Paul,876,4
2577,Kenneth Jackson,364,2
2578,Andrew Rubio,340,1
2579,Christopher Robinson,104,4
2580,Julia Dickerson,694,3
2581,Manuel Bryant,762,2
2582,Jacob Graves,466,4
2583,Matthew Lynn,492,1
2584,Ronald Malone,500,4
2585,Veronica Murphy,784,4
2586,John Hernandez,246,3
2587,Mary Williams,76,4
2588,Brandon Harper,364,2
2589,Susan Pratt,516,2
2590,Jacob Mccormick,368,4
2591,Marie Martinez,752,3
2592,Amber Hood,454,4
2593,Jared Delgado,690,1
2594,Donald Porter,31,4
2595,Robert Watts,554,4
2596,Shelby Reese,226,1
2597,David Harrington,260,3
2598,Sophia Austin DVM,850,4
2599,Terry Kennedy Jr.,242,1
2600,Autumn Johnson,360,1
2601,William Shaffer,422,1
2602,Amanda Chan,120,1
2603,Jerry Barr MD,348,2
2604,Suzanne Williamson,558,3
2605,Kevin Russell,360,1
2606,Troy Jones,840,1
2607,Jeffery Goodman,174,2
2608,Jennifer Vasquez,203,2
2609,Allison Townsend,352,4
2610,Jessica Harrison,887,4
2611,Jonathan White,426,4
2612,Tammy Rivera,324,2
2613,Bailey Davis,608,3
2614,James Page,417,2
2615,Ronald Henry,380,4
2616,Melinda Lindsey,608,2
2617,James Keller,231,2
2618,Angela Hernandez,4,3
2619,Steven Carter,288,4
2620,Daniel Myers,300,3
2621,Jesse Benitez,643,1
2622,Jonathan Phillips,729,4
2623,Erica Rodriguez,474,3
2624,Kathleen Christian,20,3
2625,Nathan Lee,474,1
2626,Andrew Kirk,440,3
2627,Jennifer Butler,384,4
2628,Kevin Rodriguez,440,2
2629,April Mullins,356,1
2630,Margaret Wagner,48,3
2631,Emily Anderson,288,4
2632,Linda Stark,334,2
2633,Geoffrey Wilkinson,312,4
2634,Michele Sanchez,792,4
2635,Casey Wilson Jr.,566,2
2636,Ryan Houston,466,4
2637,Brian Morris,850,2
2638,Dr. Danielle Carpenter,44,1
2639,Alexandra Carney,112,1
2640,Lance Wood,152,1
2641,James Hall,72,4
2642,Paula Zavala,426,1
2643,William Farley,232,4
2644,Todd Camacho,108,1
2645,Rebecca Bell,764,3
2646,Cory Dickerson,882,3
2647,Joyce Johnson,570,1
2648,Sara Hughes,646,3
2649,Jessica Waters,12,1
2650,Danielle Bruce,254,3
2651,Melissa Rivera,364,3
2652,Jason Smith,340,2
2653,Regina Velasquez,643,4
2654,Danielle Lee,760,2
2655,Jacob Austin,175,3
2656,Jeff Roberts,192,3
2657,Erin Wood,218,4
2658,Christopher Davis,352,2
2659,Lauren Jefferson,678,4
2660,Troy Wilkins,882,4
2661,Stephanie Rubio,760,3
2662,Kimberly Zamora,458,2
2663,Audrey Powell,328,4
2664,Richard Bell,60,1
2665,Patricia Gardner,428,1
2666,Joseph Lamb,158,3
2667,Barbara Jefferson,422,3
2668,Robin Fields,662,2
2669,Megan Ferguson,484,1
2670,John Brown,428,4
2671,Darrell Long,204,2
2672,Christian White,112,2
2673,Cynthia Ramos,144,4
2674,Laura Hernandez,887,3
2675,Stephanie Clark,705,1
2676,Samuel Richardson,417,1
2677,Daniel Howard,178,3
2678,Hannah Hunt,694,2
2679,Mark Lopez,32,4
2680,Jamie Mcintyre,752,2
2681,Christopher Gardner,776,4
2682,Martin Mcdowell,400,3
2683,Timothy Clark,20,2
2684,Sara Oliver,600,1
2685,Michael Ponce,670,2
2686,William Bell,666,1
2687,Jessica Johnson,583,2
2688,Amanda Callahan,744,3
2689,Brooke Fitzpatrick,410,1
2690,Jessica Johnson,112,1
2691,Christopher Larson,60,1
2692,Marissa Leonard,20,2
2693,David Ruiz,450,4
2694,Deanna Johnson,686,3
2695,Janet Rhodes,124,1
2696,Maria Gilbert,438,2
2697,Connie Reynolds,694,1
2698,Meredith Johnson,296,3
2699,Gabriel Garcia,410,4
2700,Jeff Hinton,450,4
2701,Adam Cook,732,1
2702,Jennifer Gardner,533,3
2703,Michael Johnson,643,3
2704,Michele Collier,470,4
2705,Antonio Hunter,170,4
2706,Joanna Carter,275,3
2707,Jordan Wilson,740,2
2708,Brittney Arellano,16,1
2709,Stephen Martin,562,1
2710,Margaret Barry,304,3
2711,Benjamin Gray DDS,254,3
2712,Jonathan Coleman PhD,826,1
2713,Maxwell Edwards,414,1
2714,Jeffery Hall,96,2
2715,Carrie Smith,600,1
2716,Brian Erickson,36,1
2717,Xavier Daugherty,706,2
2718,Raymond Cole,340,2
2719,Antonio Mckee,534,2
2720,Robert Perez,807,3
2721,Joseph Vance,232,3
2722,Donna Castillo,414,3
2723,Jeffrey White,531,1
2724,Stephen Anderson,548,1
2725,Kimberly Everett,600,3
2726,Sally Perkins,222,4
2727,Alexandra Mccann,796,3
2728,Scott Richmond,132,1
2729,Johnathan Jenkins,352,2
2730,Gregory Benson,612,4
2731,Elizabeth Weber DDS,654,3
2732,Lindsey Crawford,296,4
2733,Robert Hess,585,3
2734,Maria Ford,674,2
2735,Nancy Jordan,70,1
2736,Megan Collins,876,4
2737,Hailey Brown,744,2
2738,Michael Lee,434,1
2739,Sandra Garcia,646,4
2740,Deanna Strong,180,2
2741,Kathy Davis,258,3
2742,Meghan Pratt,833,1
2743,Denise Lozano,156,1
2744,Emily Hernandez,740,2
2745,David Reynolds,854,1
2746,Robert Santos,162,1
2747,Michele Garcia,376,2
2748,Darlene Ferguson,496,2
2749,Joseph Bauer MD,678,3
2750,Anthony Simpson,400,4
2751,Debra Mendoza,288,3
2752,Michele Rogers,136,4
2753,Brooke Acosta,535,4
2754,Kayla Gutierrez,356,2
2755,Daniel Benson MD,531,2
2756,John Harris,716,1
2757,Kristy Dixon,499,3
2758,Jose Watson,260,2
2759,Brandon Atkins,214,4
2760,Joshua York,534,3
2761,Jennifer Scott,316,1
2762,Daniel Leblanc,832,2
2763,Michelle Buck,705,3
2764,Mark Weiss MD,586,4
2765,Kyle Thompson,670,2
2766,Tammy Leblanc,316,4
2767,Carrie Ross,580,3
2768,Gary Mcknight,784,2
2769,Emily Duffy,591,3
2770,Evan Murphy,260,3
2771,Laurie Cole,400,2
2772,Shannon Gonzalez,604,1
2773,Mr. Dakota Martin DDS,643,3
2774,Tina Scott,191,2
2775,Robert Brady,498,3
2776,Lisa Lindsey,850,3
2777,Melinda Singleton,4,4
2778,Willie Jimenez,312,1
2779,Eric Jones,60,3
2780,John Howard,68,2
2781,Luis Johnson,834,3
2782,James Knight,854,4
2783,Justin Wilson,398,4
2784,Joseph Hill,250,2
2785,Matthew Ruiz,580,2
2786,Jason Cervantes,724,3
2787,Paula Reyes,800,1
2788,Kenneth Wright,756,1
2789,Michael Ford,652,2
2790,Mr. Terry Adams,175,4
2791,Lisa Khan,528,2
2792,Jenny Rose,630,3
2793,Calvin Odom,688,4
2794,Paula Ferguson,748,4
2795,Jamie Shaw,498,2
2796,Katie Green,591,1
2797,Rachael Lindsey,430,3
2798,Monica Le,32,4
2799,Wendy Anderson,666,4
2800,Robin Waters,703,1
2801,Joshua Reyes,442,2
2802,Kyle Grant,531,2
2803,Kenneth Mitchell,732,1
2804,Joseph Wilcox,112,2
2805,Melody Garrison,90,2
2806,Vanessa Rose,654,4
2807,Holly Fisher,112,2
2808,Rachel Davis,840,1
2809,Tiffany Wolfe,646,2
2810,Sean Brown,528,1
2811,Peter Krause,51,3
2812,Derek Robinson,74,4
2813,Mark Beltran,112,3
2814,Kathryn Pineda,716,4
2815,Mark Thomas,332,4
2816,Vincent Schultz,450,1
2817,Robert Odonnell,688,2
2818,Elizabeth Green,581,3
2819,Teresa Rogers,234,3
2820,Dean Ellis,642,3
2821,Charles Bautista,703,2
2822,Brian Lee,376,2
2823,Melinda Curry,44,1
2824,Mary Carroll,372,2
2825,Troy Wolf,275,4
2826,Mr. Anthony Kelly,796,3
2827,Stephanie Hartman,360,1
2828,Anna Perez,581,2
2829,Miguel Hopkins,156,2
2830,Susan Bowen,238,3
2831,Benjamin Lewis,324,2
2832,Jason Foster,44,1
2833,Christopher Stuart,686,2
2834,Sarah Santos,384,1
2835,James Allen,762,4
2836,Anita Williams,760,2
2837,John Cain,694,1
2838,Bruce Jordan,768,4
2839,Stacy Lam,368,3
2840,Craig Porter,28,1
2841,John West,591,2
2842,John Harris,152,2
2843,William Weber,288,2
2844,Joshua Brown,178,1
2845,Catherine Figueroa,112,1
2846,Claudia Brown,250,1
2847,James Turner,398,1
2848,Pamela Barnes,174,2
2849,Cheryl Ayers,643,2
2850,Megan Morris,533,2
2851,William Yates,762,3
2852,Rachel Williams,776,4
2853,Grant Martin,352,2
2854,Cory Jenkins,404,4
2855,Tina Smith,40,2
2856,Ryan Morgan,231,3
2857,Richard Kline,470,4
2858,Brian Phillips,764,3
2859,Daniel Bush,574,3
2860,Melissa Miller,116,4
2861,Tammy Davis,748,2
2862,Joanne Peterson,132,4
2863,Ashley Clark,231,1
2864,Bob Glover,531,1
2865,Ricky Brown,410,4
2866,Tiffany Galvan,275,1
2867,Rachel Roberts,652,2
2868,Randy Cruz,260,1
2869,Erik Wright,52,2
2870,Joshua Barber,74,3
2871,Brian Parker,248,1
2872,Wayne Cole,834,4
2873,Lindsay Brown,484,3
2874,Ronald Shepherd,156,3
2875,Amanda Stewart,630,1
2876,Christopher King,262,3
2877,Kenneth Mitchell,430,1
2878,Megan Richardson,724,3
2879,Jeffrey Baker,184,4
2880,Joseph Ruiz,90,3
2881,Linda Bradley,144,4
2882,Robert Wagner,646,4
2883,Andrew Garcia,112,4
2884,Angela Castro,90,3
2885,Margaret Brown,540,1
2886,Debra Martinez,612,2
2887,Ryan Kennedy,642,2
2888,Kevin Maldonado,250,2
2889,Raymond White,548,2
2890,Lee Ochoa,583,3
2891,Jason Henderson,196,4
2892,Brooke Greer,466,4
2893,Carrie Garcia,528,1
2894,Lori Jones,108,2
2895,Lindsey Smith,508,2
2896,Tammy Robbins,32,2
2897,Debra Baker,462,4
2898,Sarah Ramirez,36,1
2899,Kimberly Fuentes,638,4
2900,Kelly Smith,740,1
2901,Joe Robinson,388,3
2902,Marissa Ford,798,4
2903,Brittany Parsons,858,4
2904,Charles Matthews,170,2
2905,Bruce Jones,578,4
2906,Jeremiah Choi,438,1
2907,Christina Dodson,203,3
2908,Timothy Wade,231,1
2909,Teresa Perez,50,2
2910,Jamie Suarez,24,4
2911,Crystal Graham,834,2
2912,Ashley Nunez,332,2
2913,Amanda Hicks,8,2
2914,Mr. Charles Brown,308,2
2915,William Olson,512,2
2916,Deborah Morales,604,1
2917,Adam Yates,450,3
2918,Todd Gilmore,334,2
2919,Elizabeth Cunningham,196,2
2920,Jean Randall,4,1
2921,Kevin Black,440,2
2922,Daniel Allen,660,3
2923,Bethany Hartman,175,3
2924,Carlos Graves,372,4
2925,Ryan Davis,474,3
2926,George Cox,44,3
2927,Renee Young,417,1
2928,Daniel Mendoza,31,3
2929,Debra Clark,660,1
2930,Jonathan Leon,796,4
2931,Mallory Wilson,116,1
2932,Paula Miller,583,3
2933,Wyatt Lang,332,4
2934,Rebecca King,600,1
2935,Joshua Lee,574,1
2936,Tyler Campos,748,1
2937,Ariana Moody,276,2
2938,Kevin Lopez,535,2
2939,Tracy Myers,834,1
2940,Brett Beck,887,4
2941,Kathleen Johnson,554,2
2942,Richard Smith,662,2
2943,Kyle Carroll,166,4
2944,Joshua Galvan,72,4
2945,Robert Hill,634,4
2946,Brittany Smith,64,4
2947,Mariah Byrd,740,2
2948,Alexis Meyers,574,1
2949,Kevin Mitchell,500,2
2950,Victoria Morales,686,3
2951,John Hernandez,348,4
2952,Christopher Chavez,540,2
2953,Kiara Clark,534,4
2954,Sharon Gonzalez,784,2
2955,Rodney Marks,674,1
2956,Cody Cruz,860,4
2957,Cynthia Willis,584,2
2958,Brent George,474,3
2959,Timothy Wright,8,4
2960,Danielle Morgan,238,2
2961,Christina Miller,392,2
2962,Johnathan Nelson,334,3
2963,Dennis Spence,466,4
2964,Martin Harris,44,2
2965,Timothy Brooks,626,3
2966,Sarah Gilbert,642,3
2967,Bianca Thomas,232,4
2968,Michael Smith,96,2
2969,John Greene,344,4
2970,Amy Bailey,380,1
2971,Laura Terry,104,1
2972,Nicholas Mccarty,807,3
2973,Jeanette Davis,604,3
2974,Colleen Turner,100,4
2975,Victor Lowe,266,1
2976,Alexander Murphy,352,1
2977,David Gonzales,86,4
2978,Megan Payne,690,3
2979,Philip Fletcher,450,3
2980,Elizabeth Burke,320,1
2981,Elizabeth Lee,196,1
2982,Raymond George,32,2
2983,Cathy Sullivan,162,4
2984,Laura Rodriguez,344,3
2985,Mrs. Wendy Thomas,818,3
2986,Barry Walker,144,2
2987,Robert Hoffman,612,3
2988,Sharon Joseph,400,3
2989,Victor Thomas,417,3
2990,James Ball,508,1
2991,Alexis Boone,704,3
2992,Nicole Lee,704,2
2993,Manuel Perry,430,1
2994,George Parker,800,1
2995,Kevin Bowen,212,1
2996,Gregory Gates,540,3
2997,Jeanne Smith,232,4
2998,Andrew Warren PhD,70,4
2999,James Le,732,2
3000,Gregory Myers,454,3
3001,Robert Green,222,1
3002,Richard Robertson,422,3
3003,Jonathan Estrada,340,3
3004,Mary Bowers,108,1
3005,Kari Hill,254,3
3006,Raymond Daniel,500,2
3007,Kim Norton,140,1
3008,Robert Luna,162,3
3009,Elaine Green,312,4
3010,Robert Dean,384,1
3011,Noah Cox,332,1
3012,Susan Stanley,364,1
3013,Dale Meyer,74,2
3014,David Jackson,332,4
3015,Kathryn Wilson,600,3
3016,Ashley Smith,368,3
3017,Megan Bentley,807,2
3018,Edward Potter,320,4
3019,Jennifer Martinez,748,1
3020,Karen Miller,72,4
3021,Paula Hickman,620,1
3022,Anthony Dawson,276,2
3023,Ronald Frederick,566,1
3024,Shawn Waters,28,2
3025,Mark Townsend,356,3
3026,Kara Davenport DDS,72,4
3027,Brian Marshall,340,1
3028,Kurt Wilson,188,2
3029,Sharon Compton,4,3
3030,Mrs. Linda Ingram,136,3
3031,David Thompson,328,3
3032,Joan Hancock,630,4
3033,Belinda Duarte,876,3
3034,Gregory Lawrence,729,3
3035,Michelle Smith,540,1
3036,Tanya Black,876,4
3037,Mark Smith,156,2
3038,Justin Waters,332,3
3039,Dennis Fischer,450,1
3040,Daniel Coleman,752,4
3041,Mackenzie Kaufman,784,4
3042,Deborah Meza,148,2
3043,Julia Malone,410,4
3044,Rodney Kline,20,1
3045,Kayla Brown,308,2
3046,Alicia Davis,762,3
3047,Christopher Scott,270,3
3048,William Pitts,562,2
3049,Sarah Stewart,158,1
3050,Timothy Bryan,470,3
3051,Katelyn Jordan,132,3
3052,Dana Hinton,356,1
3053,Michael Brown,266,1
3054,Christopher Moore,520,4
3055,Gary Walker,180,4
3056,Amy Jimenez,32,4
3057,Sarah Murphy,112,3
3058,Ruth Sullivan,438,3
3059,Glen Campbell,608,3
3060,Michele Craig,534,1
3061,Jennifer Moore,484,4
3062,Latasha Munoz,764,3
3063,Heather Davis,764,4
3064,Angela Prince,398,3
3065,Angela Snyder,566,3
3066,Erika Strong,328,2
3067,Michael Rodriguez,756,4
3068,Kimberly Williams,732,4
3069,Kimberly Jenkins MD,706,2
3070,Kelly Kim,705,2
3071,Laura Reid,388,4
3072,Katherine Wang,728,3
3073,Rachel Thomas,654,3
3074,Jeremy Lynch,580,3
3075,Alison Coleman,380,1
3076,Ronnie Jones,296,3
3077,Christopher Guerrero,120,1
3078,Jeffery Jones,581,4
3079,Jimmy Perez,752,1
3080,Matthew Hunter Jr.,12,1
3081,George George,704,1
3082,Robert Waters,36,4
3083,Stephanie Osborn,312,2
3084,Kelsey Kramer,242,3
3085,Sally Adams,887,1
3086,Gabrielle Mcclure,768,1
3087,April Graham,581,4
3088,Jeffrey Hensley,170,4
3089,Albert Serrano,792,1
3090,Michael Roberson,466,4
3091,Jacob Lee,218,3
3092,Brian Padilla,238,4
3093,Stacy Griffin,51,3
3094,Amy Williams,234,3
3095,Amanda Gibbs,162,2
3096,William Hall,162,3
3097,Aaron Hall,226,2
3098,Melanie Robinson,528,1
3099,Michael White,798,4
3100,Madeline Robles,212,3
3101,Alexis Henderson,266,2
3102,Andrew Baker,784,3
3103,Nicholas Thompson,231,2
3104,Jonathan Alexander,554,4
3105,Megan Summers,804,2
3106,Douglas Higgins,887,2
3107,Karen Cameron,148,3
3108,Jonathan Hayes,776,3
3109,Tiffany Wilson,438,3
3110,Daniel Knox,262,1
3111,Sara Herrera,356,3
3112,Samantha Ayers,64,4
3113,Julie Gonzalez,612,1
3114,Jodi Torres,64,2
3115,Brandy Hall,703,1
3116,Jeffrey Rodgers,262,1
3117,Taylor Barnett,703,4
3118,John Christensen,418,2
3119,Stephanie Alvarez,184,1
3120,Amber Hays,36,2
3121,Mrs. Valerie Bradley PhD,180,2
3122,Robert Oliver,384,3
3123,Brandy Moore,196,1
3124,Diane Garcia,40,1
3125,Kimberly Wilkerson,428,2
3126,Justin Greer,626,3
3127,Margaret Chavez,348,1
3128,April Riley,72,1
3129,Charles Blanchard,716,1
3130,James Page,52,3
3131,John Garza,334,4
3132,Billy Wright,152,4
3133,Gabrielle Hester,446,1
3134,Sarah Reyes,288,1
3135,Anthony Williams,4,3
3136,Amy Hernandez,51,4
3137,Tina Farrell,732,3
3138,Larry Hoffman,166,1
3139,Michael Snyder Jr.,239,1
3140,Christian Bell,180,4
3141,Lindsey Watson,760,2
3142,Julie Ross,558,4
3143,Todd Thornton,360,3
3144,Catherine Bishop,850,2
3145,Jose Lopez,166,3
3146,Carlos Mcintyre,48,1
3147,Karen Medina,376,1
3148,Gabriela Vazquez,178,4
3149,Justin Weaver,218,1
3150,Roger Moore,226,2
3151,Troy Johnson,148,1
3152,Wendy Ortiz,686,4
3153,Dale Bryant,688,4
3154,Matthew Mccarthy,426,4
3155,Justin Reed,578,4
3156,David Wilson,894,1
3157,Nicole Dean,410,1
3158,Amber Mccoy,260,1
3159,Timothy Newton,156,3
3160,Dawn Sanchez,86,1
3161,Travis Booker,659,1
3162,Mallory Dudley,60,2
3163,Deborah Tucker,798,3
3164,Brooke Blankenship,428,1
3165,Omar Watts,60,4
3166,Dr. Audrey Harrison,492,2
3167,Andrea Jackson,238,4
3168,Janet Waller,702,3
3169,Dominic Wolfe,732,3
3170,Tammy Rios,388,1
3171,Susan Allen,586,1
3172,James Smith,598,1
3173,Mark Lane,174,2
3174,Kathy Leach,535,1
3175,Crystal Owens,360,2
3176,Janet Smith,548,2
3177,Mary Rogers,192,2
3178,Benjamin Williamson,570,3
3179,Maria Adkins,686,1
3180,Cynthia Maynard,28,1
3181,Cheryl Lewis,598,4
3182,Jared Lucero,392,2
3183,Alicia Martinez,776,3
3184,Sheena Cruz,652,1
3185,Dr. Juan Johnson DDS,533,3
3186,Linda Ellis,175,1
3187,Gina Huff,276,3
3188,Rhonda Chan,724,3
3189,Joseph Cole,60,1
3190,Vanessa Simpson,608,3
3191,John Adams,76,4
3192,Tiffany Johnston,662,3
3193,Natalie Daniels,858,3
3194,Chelsea Schneider,388,3
3195,Angel Merritt,663,2
3196,Collin Gordon,232,2
3197,Evan Shah,84,1
3198,Debra Holland,226,4
3199,Erika Roth,380,3
3200,Russell Lee,76,1
3201,Frederick Stokes,20,2
3202,Wesley Lang,64,2
3203,Crystal Santana,356,3
3204,Whitney Brown,348,2
3205,Helen Manning,31,1
3206,Danielle Thomas,222,1
3207,Cheryl Kelley,705,3
3208,Michael Bennett,203,2
3209,Hunter Rivas,772,4
3210,Patricia Reynolds,670,3
3211,Nancy Ramos,762,3
3212,Veronica Deleon,566,3
3213,Luis Gonzalez,222,1
3214,Joseph Garrison,226,4
3215,Jennifer Moore,784,3
3216,Margaret Collins,638,3
3217,Amy Martin,166,4
3218,Caitlyn Saunders,706,1
3219,Timothy Henry,744,4
3220,Travis Moody,512,1
3221,Charles Hill MD,438,3
3222,Trevor Gross,831,3
3223,Ian Cabrera,876,2
3224,Corey Hawkins,254,3
3225,Antonio Baxter,600,3
3226,Janet Barnett,428,1
3227,Lisa Lawson,760,3
3228,William Watson,300,2
3229,Cameron Scott,180,1
3230,Katelyn Davis,12,4
3231,Denise Brown,232,2
3232,Robyn Anderson,776,3
3233,Tonya Keller,234,1
3234,Jamie Reyes,642,4
3235,Taylor Peterson,178,2
3236,David Stevens,454,3
3237,Tara Hanson,654,1
3238,Leah Henderson,24,1
3239,Justin Alexander,520,4
3240,Jacob Ramirez,239,4
3241,Katherine Watson,352,3
3242,John Dunn,20,3
3243,Dominique Kim,308,2
3244,Zachary Castaneda,292,4
3245,Lori Carson,180,3
3246,Kara Smith,116,3
3247,Theresa Wilcox,666,3
3248,Brandon Oliver,710,1
3249,Michael Tanner,466,4
3250,Troy Sanchez,44,4
3251,Michael Gonzalez,504,4
3252,Kevin Thompson,208,4
3253,Ian Weaver,580,3
3254,Ronald Bryan,608,4
3255,Ashley Adkins,184,3
3256,Diane Green,638,1
3257,William Barry,894,4
3258,Holly Christensen,404,4
3259,Tom Weiss,706,1
3260,Thomas Smith,756,1
3261,Kathleen Barnes,232,1
3262,Sharon Santiago,398,2
3263,Sandra Walker,578,3
3264,Kathleen Boyer,659,1
3265,Sarah Martinez,678,1
3266,Joshua Rogers,744,2
3267,Laura Johnson,24,4
3268,Peter Harrison Jr.,768,4
3269,Shannon Rose,162,1
3270,Shawn Williams,724,4
3271,Molly Jenkins,540,3
3272,Christina Gray,148,1
3273,Timothy Johnson,834,1
3274,Laura Haynes,388,4
3275,Heidi Taylor,16,3
3276,Justin Johnson,428,2
3277,Brenda Barker DVM,392,4
3278,Mark Caldwell,876,1
3279,Marissa Daugherty,196,1
3280,Sue Warren,152,4
3281,Thomas Arroyo,446,2
3282,Mr. Gregory Smith,642,4
3283,Alexis Lawrence,175,1
3284,Jason Rosario,470,2
3285,Faith Hopkins,784,4
3286,Monica Gilmore,48,1
3287,Michael Giles,320,1
3288,Steven Shaw,442,4
3289,Carol Collins,516,3
3290,Regina Lee,300,1
3291,Anthony Cooper,630,2
3292,Bryan Love,8,4
3293,Edward Taylor,188,2
3294,Brandon Adams,788,2
3295,Janice Herman,604,1
3296,Emily Pace,508,1
3297,Brian Cortez,178,4
3298,Lisa Anderson,442,1
3299,Lisa Scott,454,4
3300,Amanda Garner,356,4
3301,Ronald Evans,208,4
3302,Joel Hess,356,4
3303,Dustin Baker,652,2
3304,Katherine Boyd,162,1
3305,Jennifer Shaffer,642,1
3306,Jordan Ellis,270,3
3307,Jessica Rivera,440,2
3308,Todd Lara,620,1
3309,Joshua Diaz,732,4
3310,Lisa Ramos,48,3
3311,Thomas Mckinney,328,3
3312,Deborah Smith,832,1
3313,Jeffery Phelps,612,1
3314,Chad Wright,704,4
3315,Gavin Chan,360,3
3316,Nicole Johnson,499,4
3317,Anita Washington,670,2
3318,George Stephens,214,3
3319,Kathryn Johnson,180,1
3320,Jeffrey Graham,729,1
3321,Curtis Romero DVM,562,1
3322,John Gill,84,3
3323,Michael Burke,688,4
3324,Allen Levy,188,2
3325,Melissa Brown,233,2
3326,Brenda Duran MD,140,3
3327,Matthew Davis,239,2
3328,Taylor Rodriguez,652,3
3329,Tiffany Hodge,426,1
3330,Hannah Nguyen,591,4
3331,Michelle Pena,162,3
3332,Gina Murphy,531,3
3333,Benjamin Smith,756,1
3334,Dr. Chelsea Caldwell MD,630,1
3335,Christine Williams,158,2
3336,Donald Wilson,276,1
3337,Leslie White,32,3
3338,Fernando Green,756,1
3339,Peter Edwards,276,4
3340,Michael Munoz,470,2
3341,Lisa Greene,762,4
3342,Dale Mullins,804,2
3343,Sarah Young,818,1
3344,Bonnie Gray,533,4
3345,Emma Madden,92,3
3346,Raymond Bauer,426,2
3347,Jeanette Hart,504,1
3348,Madeline Mccall,428,4
3349,Kathleen Hernandez,276,2
3350,Mrs. Anne Harris,600,4
3351,William Burton,232,2
3352,Aaron Miller,524,4
3353,Mark White,660,2
3354,Veronica Sanchez,348,2
3355,Susan Crane,50,1
3356,Paul Macias,630,1
3357,Kyle Harrison,666,1
3358,Brian Washington,48,4
3359,Pamela Barron,574,3
3360,Christopher Marks,268,1
3361,Rhonda Anderson,772,3
3362,William Warner,104,1
3363,Mary Haynes MD,862,2
3364,Joel Williams,50,3
3365,Larry Solomon IV,418,3
3366,Terri Bridges,500,2
3367,Lori Koch,585,3
3368,Leah Hughes,100,4
3369,Caroline Fox,292,2
3370,Shannon Mack,188,3
3371,Michael Briggs,266,3
3372,Gary Park,470,3
3373,Wanda Figueroa,175,2
3374,Nicole Ibarra,706,3
3375,Ashley Lewis,578,3
3376,Tina Rowe,462,2
3377,Anthony Johnson,484,1
3378,Christina Spears,788,2
3379,Christian Harris,643,2
3380,Mr. Curtis Zimmerman,226,2
3381,Cynthia Willis,558,2
3382,Christopher Snow,254,3
3383,Kenneth Cortez,410,1
3384,Juan Hogan,292,2
3385,Joseph Ramsey,68,3
3386,Donna Gomez,710,4
3387,Barbara Clarke,56,2
3388,David Lopez,474,2
3389,Sheri Mclaughlin,231,1
3390,Helen Bennett,528,3
3391,Timothy Shaffer,520,2
3392,Daniel Winters,585,1
3393,Joshua Murray,800,4
3394,William Riley,591,4
3395,Richard Ortega,574,3
3396,Catherine Martin,434,4
3397,Susan Arnold,300,1
3398,Kaitlyn Martinez,292,1
3399,Megan Strong,166,2
3400,Jennifer Rodriguez,170,1
3401,Melissa Dominguez,660,2
3402,Claire Edwards,716,1
3403,Joseph Bush,531,4
3404,Julie Murray,762,2
3405,Jason Lane,44,3
3406,Christine Henderson,60,3
3407,Laurie Mitchell,426,2
3408,Joseph Beck,191,4
3409,Dawn James,364,4
3410,Mariah Brady,598,4
3411,David Harrington,642,4
3412,Dennis Nichols,328,3
3413,Cindy Johnson,144,2
3414,Nicole Miller,586,4
3415,Kimberly Roberts,344,1
3416,Phillip Pitts,324,2
3417,Jason Bowen,894,1
3418,Maurice Brown,352,1
3419,Tiffany Little,175,3
3420,Katie Gibbs,360,3
3421,Daniel Gay III,531,2
3422,Matthew Lopez,748,3
3423,Jordan Bryan,44,3
3424,Sherry Lee,663,2
3425,Evelyn Lopez,792,1
3426,Tina Wilkins,260,3
3427,Stephanie Williams,417,4
3428,Robert Lewis,4,2
3429,James Lucas,688,1
3430,David White,158,3
3431,Anthony Cain,68,1
3432,Teresa Lopez,548,3
3433,William Romero,524,2
3434,Christopher Johnson,292,3
3435,Kimberly Wilson,531,4
3436,Paula Rodriguez,250,1
3437,Jason Lee,388,2
3438,Samantha Patterson,535,2
3439,Nathan Smith,246,4
3440,Tanya Sparks,508,1
3441,Bradley Martinez,634,4
3442,Penny Gonzalez,86,2
3443,Amy Meza,68,4
3444,Christina Ramirez,832,4
3445,Craig Mathews,68,4
3446,Darryl Graves,426,4
3447,Tammy Ross,585,1
3448,Beth Page,616,3
3449,James Soto,554,1
3450,David Brown,214,4
3451,Ronald Mitchell,231,4
3452,Collin Nelson,454,4
3453,Brian Chapman,608,3
3454,Taylor Miller,840,3
3455,James Roberts,132,2
3456,Kimberly Huynh,535,3
3457,Linda Edwards,462,4
3458,Maria Lara,854,3
3459,Mary Maldonado,688,2
3460,Stephanie Long,574,3
3461,Daniel Young,120,1
3462,Jonathan Michael,558,2
3463,Amanda Newman,535,4
3464,Michael Gomez,833,4
3465,Dalton Perez,40,2
3466,John Frank,174,3
3467,Bryan Tate,876,1
3468,Michael Hammond,214,3
3469,Christopher Miller,268,1
3470,Denise Brown,682,1
3471,Scott Fletcher,659,4
3472,David Larson,24,1
